id,SalePrice
1461,119610.715194
1462,165274.595701
1463,174748.089997
1464,199055.736148
1465,198332.640962
1466,172625.818716
1467,174980.563938
1468,164153.068653
1469,185779.084205
1470,119592.918982
1471,195208.229402
1472,98003.6466914
1473,98739.5318273
1474,149181.011098
1475,116403.852602
1476,353699.608703
1477,249661.63634
1478,274928.564545
1479,263790.919172
1480,502464.033481
1481,332624.762904
1482,208867.977277
1483,176970.793751
1484,161262.059626
1485,188482.253968
1486,196118.616233
1487,323285.620912
1488,241112.986739
1489,191573.669123
1490,222788.480351
1491,191685.808971
1492,93916.3632333
1493,176460.487391
1494,289848.523777
1495,292918.192286
1496,228826.714405
1497,177276.122528
1498,167041.905728
1499,160805.315923
1500,153317.044338
1501,178530.258593
1502,145249.514149
1503,277046.895245
1504,243847.168317
1505,225558.412721
1506,189078.662546
1507,247598.446538
1508,196015.5241
1509,164213.61438
1510,143663.910577
1511,146905.627559
1512,173934.738204
1513,144293.181754
1514,146494.612609
1515,188547.801216
1516,153132.656669
1517,162672.014587
1518,133255.012549
1519,209449.676672
1520,131697.876868
1521,135369.67371
1522,177052.87825
1523,111643.266576
1524,127895.139876
1525,124923.580099
1526,115360.381308
1527,107106.824372
1528,140699.188268
1529,147651.885696
1530,180493.984085
1531,107949.576628
1532,96355.9521607
1533,146898.789906
1534,123315.798691
1535,145312.421366
1536,106493.754019
1537,56093.6655351
1538,154368.957784
1539,206514.611831
1540,88172.4880751
1541,140662.070862
1542,138996.266717
1543,197663.18992
1544,82727.737047
1545,113887.308118
1546,128881.543208
1547,133761.933936
1548,131552.823448
1549,119814.339374
1550,130969.509971
1551,107636.344459
1552,134848.020126
1553,147514.421315
1554,120877.217136
1555,157432.014031
1556,83208.2078786
1557,102869.918264
1558,103165.211057
1559,71493.7868087
1560,125771.422615
1561,121274.602311
1562,128374.374439
1563,122803.54863
1564,154346.000889
1565,144855.645706
1566,223319.256469
1567,71198.0587101
1568,236227.206943
1569,121209.749114
1570,140733.777013
1571,123456.135622
1572,146289.208198
1573,235277.750318
1574,113986.589803
1575,224211.636894
1576,245782.484223
1577,173389.075831
1578,146962.196363
1579,142831.700064
1580,189949.477211
1581,151312.627546
1582,125509.452503
1583,318712.534184
1584,224320.258379
1585,139886.615646
1586,71163.8679373
1587,102628.498685
1588,151296.110461
1589,91714.9985895
1590,137833.485347
1591,99695.5247551
1592,114110.658247
1593,126863.570354
1594,121594.219464
1595,107021.101373
1596,229409.837636
1597,189622.924896
1598,224885.302335
1599,162221.545923
1600,159382.124146
1601,61221.3947885
1602,118326.489468
1603,85713.4981727
1604,258184.827207
1605,250484.448907
1606,171405.482089
1607,180867.078388
1608,208922.722474
1609,179534.537995
1610,144579.516525
1611,138387.747493
1612,164445.437343
1613,161468.75161
1614,123124.934093
1615,94463.0915832
1616,82194.7975738
1617,95782.589959
1618,126710.541052
1619,135249.096803
1620,143069.245485
1621,138536.286376
1622,138678.753018
1623,276811.139187
1624,219736.968395
1625,128943.899386
1626,169978.685009
1627,189937.231654
1628,284364.384285
1629,173232.413765
1630,358661.996583
1631,225236.143916
1632,244901.891988
1633,166837.800296
1634,183378.450927
1635,181921.041276
1636,153487.82597
1637,187449.740801
1638,184463.117086
1639,180275.428881
1640,265350.053421
1641,177286.46937
1642,240697.034146
1643,220325.228142
1644,233886.8255
1645,192198.254999
1646,160585.974148
1647,163361.899257
1648,126469.185653
1649,140233.147126
1650,111349.750414
1651,116998.280865
1652,100458.950326
1653,102642.522985
1654,148168.180802
1655,138570.479974
1656,142658.870887
1657,148666.791127
1658,146644.918441
1659,124134.802791
1660,150226.564639
1661,446778.027317
1662,403170.989562
1663,375815.039437
1664,544288.909487
1665,299955.615923
1666,317946.271811
1667,375149.678802
1668,337047.085116
1669,292381.236946
1670,340357.818115
1671,259444.268861
1672,441651.388199
1673,293173.758525
1674,245317.214319
1675,190727.804443
1676,191370.348261
1677,215560.504219
1678,509165.836925
1679,374539.907125
1680,335410.253809
1681,231130.448732
1682,304524.402265
1683,184200.69756
1684,173914.297296
1685,174791.952197
1686,170154.001314
1687,171566.439021
1688,189945.770377
1689,195878.771803
1690,198255.333717
1691,187022.595616
1692,264183.899141
1693,169830.556157
1694,184133.85065
1695,162998.334517
1696,280858.039829
1697,168576.155584
1698,338523.965183
1699,311307.948662
1700,244649.989237
1701,270421.13646
1702,241341.060823
1703,237851.342003
1704,286291.306575
1705,229131.112391
1706,438768.810676
1707,203964.299514
1708,197393.16618
1709,276602.816394
1710,221278.084483
1711,263547.991173
1712,246601.267855
1713,259688.748959
1714,221991.265421
1715,203889.773548
1716,181781.002694
1717,173068.422074
1718,131335.302739
1719,201083.78444
1720,245494.933673
1721,164008.934317
1722,122947.856255
1723,153485.114814
1724,196951.78795
1725,243697.638256
1726,186687.190735
1727,153313.971233
1728,179235.277467
1729,161528.82921
1730,149114.022408
1731,119836.070042
1732,132131.37307
1733,117128.096946
1734,122592.407451
1735,130999.467371
1736,110582.067505
1737,317356.981208
1738,236105.950906
