id,SalePrice
1461,123954.397498
1462,162835.898282
1463,179121.337834
1464,196864.890276
1465,201773.268915
1466,174658.545372
1467,175466.125333
1468,165820.008618
1469,182074.828276
1470,119479.085774
1471,193359.10345
1472,95984.124751
1473,98885.8847434
1474,146905.436741
1475,116838.719222
1476,350113.819327
1477,247706.468965
1478,278663.703435
1479,268226.321803
1480,520346.08228
1481,332482.513452
1482,209204.431108
1483,175982.14416
1484,164755.489719
1485,183277.147048
1486,194087.793976
1487,328084.442916
1488,239926.8309
1489,191269.585882
1490,228678.826383
1491,192930.808053
1492,97545.1675968
1493,178286.530116
1494,295774.226183
1495,294463.193932
1496,230746.441121
1497,180618.433361
1498,172046.536696
1499,161099.035713
1500,156227.218888
1501,178789.36845
1502,147003.485752
1503,280728.202804
1504,243560.006556
1505,226040.051042
1506,190761.127388
1507,253630.535134
1508,198147.33817
1509,164593.691018
1510,146115.280927
1511,152653.276829
1512,172758.540792
1513,143578.201093
1514,151202.228872
1515,186286.063966
1516,152896.02442
1517,158586.672334
1518,130778.709137
1519,211733.493483
1520,131802.127781
1521,137414.094756
1522,176902.68178
1523,115693.040746
1524,128180.9811
1525,125512.006367
1526,114971.609604
1527,106278.00843
1528,138402.099899
1529,154329.90018
1530,182759.472888
1531,107890.229476
1532,93582.5035571
1533,148900.834147
1534,123708.573149
1535,142143.485797
1536,105500.377094
1537,49003.2415054
1538,154514.017498
1539,202554.223066
1540,86091.2960349
1541,138455.924143
1542,140531.862912
1543,196060.944034
1544,82081.6510177
1545,114691.287987
1546,132395.30119
1547,138533.282186
1548,132686.82706
1549,121342.831853
1550,133910.472291
1551,105029.871664
1552,139706.007216
1553,148876.054608
1554,122649.316244
1555,161429.169776
1556,85277.0819792
1557,108154.201114
1558,100580.440133
1559,68211.5355229
1560,127971.423938
1561,129316.461128
1562,127195.464277
1563,123194.212944
1564,156351.239927
1565,143577.316435
1566,228794.99479
1567,71327.2486425
1568,240699.086139
1569,134043.223222
1570,136530.574311
1571,122205.040146
1572,144400.762906
1573,228893.018028
1574,111903.174363
1575,228791.102879
1576,247128.061578
1577,172459.271998
1578,141186.977946
1579,147621.682295
1580,186964.82405
1581,154650.059332
1582,126693.360158
1583,315583.135173
1584,224375.634507
1585,139796.686755
1586,71499.1210972
1587,105888.019768
1588,152228.966916
1589,92498.8841039
1590,134836.960557
1591,100296.044064
1592,111629.636428
1593,127016.116463
1594,130500.903424
1595,110789.742969
1596,222821.771292
1597,190386.688603
1598,222399.812645
1599,160235.764018
1600,155364.140384
1601,58918.9258237
1602,117887.797457
1603,80132.9335002
1604,265017.180184
1605,246128.952409
1606,172129.870644
1607,179499.267887
1608,209741.50578
1609,176502.711666
1610,148044.524646
1611,136897.019661
1612,165446.045888
1613,160627.770382
1614,127150.944694
1615,90504.6529763
1616,80363.5882459
1617,92119.1782744
1618,129967.289626
1619,135304.038874
1620,130027.955765
1621,138208.243343
1622,139381.521883
1623,274347.092273
1624,216674.951154
1625,125308.805332
1626,168855.824618
1627,190957.404019
1628,283731.821204
1629,174484.546351
1630,360367.246496
1631,231684.808033
1632,246505.404824
1633,169473.488199
1634,185459.546013
1635,179465.287391
1636,153612.895035
1637,193015.339225
1638,183288.685484
1639,182182.402092
1640,259311.707923
1641,175247.150362
1642,241011.809348
1643,218531.025323
1644,237046.123768
1645,198121.232857
1646,159485.49281
1647,161015.091956
1648,127532.002181
1649,142575.672256
1650,110470.926404
1651,118304.869283
1652,99112.2526402
1653,102034.733696
1654,144450.671955
1655,139919.907381
1656,141376.970206
1657,148089.40707
1658,146105.422569
1659,125000.463347
1660,152030.923411
1661,459369.793099
1662,424465.513538
1663,373179.085248
1664,548672.051556
1665,300743.938344
1666,322523.230915
1667,379473.576833
1668,336457.684802
1669,292123.32628
1670,339334.216897
1671,262752.329475
1672,451337.44634
1673,293572.411817
1674,246242.563223
1675,193239.945589
1676,193842.258961
1677,215984.210157
1678,510795.453732
1679,388506.507037
1680,333294.810454
1681,232537.247031
1682,306243.418936
1683,183283.887672
1684,172231.20435
1685,171632.250088
1686,170415.526153
1687,168900.565136
1688,186019.648002
1689,191936.11538
1690,193128.510326
1691,184999.466993
1692,262048.910529
1693,168550.300165
1694,184441.750601
1695,164295.739981
